Wall time,Step,Value
1685262842.2243114,30000,882.4000244140625
1685262934.0724928,60000,2124.9091796875
1685263028.5537472,90000,2353.88232421875
1685263123.4852028,120000,2466.452392578125
1685263218.8784955,150000,2267.476806640625
1685263314.0144768,180000,2259.041748046875
1685263409.2165484,210000,2363.523193359375
1685263504.3699858,240000,2411.5263671875
1685263599.4399927,270000,2643.320068359375
1685263691.704647,300000,2767.030029296875
1685263783.0414972,330000,2825.320068359375
1685263874.453668,360000,2579.830078125
1685263965.7290475,390000,2504.2099609375
1685264057.1029806,420000,2701.669921875
1685264148.2492726,450000,2887.449951171875
1685264239.488032,480000,2867.93994140625
1685264331.8043175,510000,2846.6201171875
1685264427.0932326,540000,2618.110107421875
1685264522.5742872,570000,2369.199951171875
1685264617.7751422,600000,2348.969970703125
1685264711.4517407,630000,2601.06005859375
1685264803.2264497,660000,2695.449951171875
1685264898.5107589,690000,2850.780029296875
1685264994.088219,720000,2611.06005859375
1685265089.4467804,750000,2523.8798828125
1685265184.0828216,780000,2646.77001953125
1685265275.7023993,810000,2496.6201171875
1685265367.2498446,840000,2556.5
1685265458.6728082,870000,2313.429931640625
1685265551.334172,900000,1893.030029296875
1685265645.151221,930000,1861.3399658203125
1685265738.425626,960000,2007.300048828125
1685265833.9846766,990000,1926.280029296875
1685265928.7309427,1020000,1873.449951171875
1685266020.8540926,1050000,2117.840087890625
1685266112.4698586,1080000,1984.3199462890625
1685266204.2799606,1110000,2143.3798828125
1685266296.1211147,1140000,1869.280029296875
1685266387.8658538,1170000,1606.780029296875
1685266479.3891845,1200000,1846.7099609375
1685266570.9032774,1230000,2002.7099609375
1685266662.3878505,1260000,1963.56005859375
1685266756.0718951,1290000,1917.3299560546875
1685266851.9242766,1320000,2026.81005859375
1685266947.7674184,1350000,1989.7900390625
1685267043.2839718,1380000,2098.760009765625
1685267138.8436773,1410000,2342.39990234375
1685267234.3795183,1440000,2338.030029296875
1685267329.9838643,1470000,2255.3701171875
1685267425.8413794,1500000,2362.840087890625
1685267521.4169793,1530000,2123.639892578125
1685267617.2626386,1560000,2179.570068359375
1685267712.948338,1590000,2441.030029296875
1685267808.883363,1620000,2637.5400390625
1685267904.6299005,1650000,2309.14990234375
1685268000.3985603,1680000,2269.25
1685268096.1372006,1710000,2362.760009765625
1685268192.2216363,1740000,2233.760009765625
1685268288.105939,1770000,2145.25
1685268384.0180895,1800000,1932.4599609375
1685268479.7049506,1830000,2075.93994140625
1685268575.6195335,1860000,1981.6600341796875
1685268669.9192038,1890000,1850.5699462890625
1685268761.8117821,1920000,1983.1300048828125
1685268853.6442862,1950000,2004.1300048828125
1685268945.503929,1980000,1754.0799560546875
1685269037.2965093,2010000,1749.5699462890625
1685269129.078726,2040000,1927.0899658203125
1685269220.9731817,2070000,1832.260009765625
1685269313.0029116,2100000,1574.18994140625
1685269404.7923725,2130000,1597.3699951171875
1685269499.6721125,2160000,1693.6800537109375
1685269595.5554862,2190000,1723.72998046875
1685269691.721384,2220000,1700.050048828125
1685269787.4818082,2250000,1756.81005859375
1685269883.550061,2280000,1936.1700439453125
1685269978.3361728,2310000,2121.929931640625
1685270074.1012816,2340000,2115.5
1685270169.8135362,2370000,2185.840087890625
1685270265.774514,2400000,2329.919921875
1685270358.5064454,2430000,2134.10009765625
1685270450.5860326,2460000,1949.6300048828125
1685270543.7541897,2490000,1949.75
1685270635.7222326,2520000,1912.06005859375
1685270727.5681572,2550000,1698.02001953125
1685270819.6909904,2580000,1539.4599609375
1685270911.6537774,2610000,1457.27001953125
1685271003.8037362,2640000,1515.0400390625
1685271096.4943218,2670000,1520.6400146484375
1685271192.3154893,2700000,1477.280029296875
1685271285.8372338,2730000,1534.9100341796875
1685271378.6082797,2760000,1681.449951171875
1685271471.23271,2790000,1962.1500244140625
1685271563.1295028,2820000,1903.4300537109375
1685271656.4441795,2850000,1990.780029296875
1685271752.4856396,2880000,2085.02001953125
1685271848.8053381,2910000,1620.7099609375
1685271941.8332722,2940000,1006.5
1685272035.3333747,2970000,824.1900024414062
1685272129.0557055,3000000,940.780029296875
1685272221.294784,3030000,1110.449951171875
1685272314.8001552,3060000,1103.72998046875
1685272406.8633869,3090000,1318.5400390625
1685272499.871143,3120000,1516.050048828125
1685272592.6093879,3150000,1384.239990234375
1685272688.204825,3180000,1400.0400390625
1685272782.3063285,3210000,1647.280029296875
1685272875.292852,3240000,1773.3699951171875
1685272971.4166152,3270000,1768.6199951171875
1685273067.6970096,3300000,1886.4000244140625
1685273163.3238277,3330000,1969.77001953125
1685273259.6017432,3360000,2033.8299560546875
1685273355.6438756,3390000,1915.0999755859375
1685273451.8532743,3420000,1678.4599609375
1685273547.8627777,3450000,1864.3599853515625
1685273645.537323,3480000,1653.1300048828125
1685273743.6667593,3510000,1833.47998046875
1685273841.7332377,3540000,1815.9000244140625
1685273939.8598247,3570000,1884.449951171875
1685274034.5736191,3600000,1961.469970703125
1685274128.9170842,3630000,1896.6099853515625
1685274223.2202775,3660000,1963.1500244140625
1685274317.5508544,3690000,2046.219970703125
1685274412.3373039,3720000,1949.989990234375
1685274506.628742,3750000,1937.4300537109375
1685274601.147125,3780000,1712.5
1685274695.542212,3810000,1823.3199462890625
1685274790.39808,3840000,1634.8800048828125
1685274884.7904139,3870000,1608.22998046875
1685274979.0853715,3900000,1785.3699951171875
1685275073.4796052,3930000,1782.9200439453125
1685275167.8251255,3960000,1748.0699462890625
1685275262.167486,3990000,2047.0699462890625
1685275356.7872877,4020000,1729.06005859375
1685275451.103806,4050000,1441.6500244140625
1685275545.4860814,4080000,1449.5899658203125
1685275639.9925036,4110000,1143.4599609375
1685275734.5837877,4140000,1252.8800048828125
1685275828.9161918,4170000,945.8800048828125
1685275925.9218287,4200000,1103.1099853515625
1685276020.866866,4230000,1317.7099609375
1685276114.9277265,4260000,1488.3299560546875
1685276209.3713336,4290000,1604.8800048828125
1685276303.8981009,4320000,1660.3699951171875
1685276398.4066212,4350000,1680.9200439453125
1685276492.6670496,4380000,1921.9300537109375
1685276587.0035713,4410000,1733.5899658203125
1685276681.6054342,4440000,1448.469970703125
1685276775.8678246,4470000,1555.52001953125
1685276873.8869748,4500000,1683.760009765625
1685276972.0634606,4530000,1927.260009765625
1685277067.2694209,4560000,1646.0400390625
1685277165.3391445,4590000,1648.6199951171875
1685277263.5351193,4620000,1972.5999755859375
1685277361.225151,4650000,2047.0400390625
1685277457.9148114,4680000,2140.550048828125
1685277552.306806,4710000,1852.8900146484375
1685277646.6594412,4740000,1382.1199951171875
1685277740.8274632,4770000,1074.1099853515625
1685277835.0432408,4800000,1149.510009765625
1685277929.1357949,4830000,1248.9100341796875
