Wall time,Step,Value
1685214126.2355406,5940000,-42.68000030517578
1685214222.4242241,5970000,-39.599998474121094
1685214318.3073015,6000000,-39.34000015258789
1685214413.5436504,6030000,-39.34000015258789
1685214511.0475774,6060000,-72.81999969482422
1685214607.9290257,6090000,-138.3699951171875
1685214704.7660303,6120000,-133.67999267578125
1685214799.468068,6150000,-134.69000244140625
1685214894.1691308,6180000,-134.52999877929688
1685214988.8219604,6210000,-100.91999816894531
1685215086.9983776,6240000,-20.639999389648438
1685215184.4382381,6270000,-21.43000030517578
1685215282.5169656,6300000,-22.8700008392334
1685215381.0000565,6330000,-24.579999923706055
1685215479.640488,6360000,-27.510000228881836
1685215578.0755544,6390000,-26.020000457763672
1685215676.4241946,6420000,-31.6200008392334
1685215774.8523638,6450000,-38.189998626708984
1685215873.1465154,6480000,-39.20000076293945
1685215968.819913,6510000,-39.20000076293945
1685216063.3588994,6540000,-32.25
1685216158.2552676,6570000,-31.110000610351562
1685216256.3831484,6600000,-34.470001220703125
1685216354.2035978,6630000,-35.470001220703125
1685216451.4763408,6660000,-33.779998779296875
1685216549.308833,6690000,-31.770000457763672
1685216647.735163,6720000,-32.560001373291016
1685216742.5887318,6750000,-38.59000015258789
1685216837.3725238,6780000,-37.54999923706055
1685216931.8272126,6810000,-39.04999923706055
1685217027.205596,6840000,-37.75
1685217124.3832858,6870000,-31.290000915527344
1685217221.899107,6900000,-25.6200008392334
1685217320.199251,6930000,-31.579999923706055
1685217418.6725276,6960000,-33.689998626708984
1685217517.1507907,6990000,-27.670000076293945
1685217615.577302,7020000,-29.610000610351562
1685217714.05279,7050000,-15.010000228881836
1685217812.347536,7080000,-12.5600004196167
1685217910.7221246,7110000,-15.34000015258789
1685218009.1531723,7140000,-15.5600004196167
1685218107.4932647,7170000,-13.819999694824219
1685218205.5617785,7200000,-17.510000228881836
1685218300.0851898,7230000,-18.25
1685218394.407902,7260000,-17.09000015258789
1685218488.9320395,7290000,-18.239999771118164
1685218586.5591326,7320000,-34.86000061035156
1685218682.5300589,7350000,-49.5
1685218778.325105,7380000,-46.099998474121094
1685218876.0350428,7410000,-54.720001220703125
1685218974.3758643,7440000,-57.66999816894531
1685219072.980756,7470000,-47.77000045776367
1685219171.2529397,7500000,-35.25
1685219269.5957878,7530000,-35.97999954223633
1685219367.737907,7560000,-35.08000183105469
1685219466.1325247,7590000,-24.530000686645508
1685219564.5243843,7620000,-27.110000610351562
1685219662.980052,7650000,-18.25
1685219761.502172,7680000,-20.469999313354492
1685219860.0577853,7710000,-18.09000015258789
1685219958.3522825,7740000,-23.8700008392334
1685220056.494509,7770000,-20.829999923706055
1685220154.9227967,7800000,-23.3799991607666
1685220253.2552226,7830000,-23.90999984741211
1685220351.432064,7860000,-24.90999984741211
1685220445.6810021,7890000,-23.6299991607666
1685220540.2646372,7920000,-27.34000015258789
1685220637.6270156,7950000,-26.860000610351562
1685220735.9097195,7980000,-29.8799991607666
1685220834.292751,8010000,-35.599998474121094
1685220932.65455,8040000,-33.209999084472656
1685221031.0261998,8070000,-31.030000686645508
1685221129.267961,8100000,-27.450000762939453
1685221227.7556994,8130000,-28.059999465942383
1685221326.315234,8160000,-15.850000381469727
1685221424.9787047,8190000,-16.829999923706055
1685221523.0447228,8220000,-13.800000190734863
1685221619.8501992,8250000,-13.430000305175781
1685221718.3057067,8280000,-18.899999618530273
1685221816.2480342,8310000,-24.40999984741211
1685221914.3819108,8340000,-25.40999984741211
1685222012.8773139,8370000,-28.190000534057617
1685222111.349048,8400000,-27.969999313354492
1685222209.8697734,8430000,-27.549999237060547
1685222308.471152,8460000,-30.520000457763672
1685222407.1453736,8490000,-15.760000228881836
1685222505.5381668,8520000,-17.100000381469727
1685222604.112885,8550000,-17.899999618530273
1685222702.5663857,8580000,-22.850000381469727
1685222799.5265977,8610000,-21.520000457763672
1685222897.098672,8640000,-21.530000686645508
1685222992.2250748,8670000,-26.6299991607666
1685223090.5259764,8700000,-32.65999984741211
1685223188.722325,8730000,-36.65999984741211
1685223287.2189922,8760000,-32.5099983215332
1685223385.4359355,8790000,-34.29999923706055
1685223483.7042062,8820000,-35.77000045776367
1685223581.858066,8850000,-28.329999923706055
1685223678.1631603,8880000,-21.959999084472656
1685223774.0428114,8910000,-17.68000030517578
1685223869.5435724,8940000,-13.40999984741211
1685223966.4835353,8970000,-9.800000190734863
1685224062.8754022,9000000,-11.539999961853027
1685224161.1889703,9030000,-12.34000015258789
1685224259.5241957,9060000,-17.110000610351562
1685224357.1642234,9090000,-14.899999618530273
1685224454.7622566,9120000,-20.420000076293945
1685224553.1016748,9150000,-17.110000610351562
1685224650.1132233,9180000,-26.65999984741211
1685224748.4408298,9210000,-24.5
1685224844.97803,9240000,-21.520000457763672
1685224941.6894188,9270000,-19.3700008392334
1685225039.0028198,9300000,-13.779999732971191
1685225137.451657,9330000,-12.960000038146973
1685225236.4568853,9360000,-18.579999923706055
1685225335.2352371,9390000,-27.079999923706055
1685225434.0230055,9420000,-29.739999771118164
1685225532.9641967,9450000,-36.529998779296875
1685225631.9085011,9480000,-38.90999984741211
1685225730.866938,9510000,-37.5099983215332
1685225829.8836489,9540000,-36.95000076293945
1685225929.1730714,9570000,-31.149999618530273
1685226028.436836,9600000,-30.100000381469727
1685226127.5861678,9630000,-30.170000076293945
1685226226.532992,9660000,-28.770000457763672
1685226325.6562982,9690000,-22.950000762939453
1685226424.6549644,9720000,-24.25
1685226523.0316145,9750000,-28.270000457763672
1685226622.168075,9780000,-30.8700008392334
1685226721.382417,9810000,-18.31999969482422
1685226820.4187047,9840000,-17.329999923706055
1685226919.6262312,9870000,-12.0
1685227018.700215,9900000,-7.789999961853027
1685227117.4601684,9930000,-7.210000038146973
1685227216.5376637,9960000,-11.699999809265137
1685227315.480485,9990000,-14.920000076293945
